BK,Date
0.5430541038513184,1974-01-30
0.546989381313324,1974-01-31
0.5627298355102539,1974-02-01
0.546989381313324,1974-02-04
0.546989381313324,1974-02-05
0.5430541038513184,1974-02-06
0.5509241223335266,1974-02-07
0.5430541038513184,1974-02-08
0.5312484502792358,1974-02-11
0.5312484502792358,1974-02-12
0.5312484502792358,1974-02-13
0.5351840257644653,1974-02-14
0.539118766784668,1974-02-15
0.539118766784668,1974-02-19
0.5430541038513184,1974-02-20
0.5430541038513184,1974-02-21
0.5509241223335266,1974-02-22
0.5430541038513184,1974-02-25
0.5509241223335266,1974-02-26
0.5430541038513184,1974-02-27
0.546989381313324,1974-02-28
0.5430541038513184,1974-03-01
0.5548595190048218,1974-03-04
0.5548595190048218,1974-03-05
0.5587946176528931,1974-03-06
0.5627298355102539,1974-03-07
0.5587946176528931,1974-03-08
0.5627298355102539,1974-03-11
0.5666649341583252,1974-03-12
0.5686324834823608,1974-03-13
0.5666649341583252,1974-03-14
0.5627298355102539,1974-03-15
0.5627298355102539,1974-03-18
0.5587946176528931,1974-03-19
0.5587946176528931,1974-03-20
0.5548595190048218,1974-03-21
0.5548595190048218,1974-03-22
0.5430541038513184,1974-03-25
0.5351840257644653,1974-03-26
0.5312484502792358,1974-03-27
0.5174750089645386,1974-03-28
0.5233784317970276,1974-03-29
0.5273130536079407,1974-04-01
0.5233784317970276,1974-04-02
0.5174750089645386,1974-04-03
0.5174750089645386,1974-04-04
0.505669891834259,1974-04-05
0.505669891834259,1974-04-08
0.505669891834259,1974-04-09
0.5017346739768982,1974-04-10
0.493864506483078,1974-04-11
0.505669891834259,1974-04-15
0.505669891834259,1974-04-16
0.49779921770095825,1974-04-17
0.5017346739768982,1974-04-18
0.5017346739768982,1974-04-19
0.5017346739768982,1974-04-22
0.49779921770095825,1974-04-23
0.49779921770095825,1974-04-24
0.4859935939311981,1974-04-25
0.48992928862571716,1974-04-26
0.49779921770095825,1974-04-29
0.493864506483078,1974-04-30
0.49779921770095825,1974-05-01
0.493864506483078,1974-05-02
0.49779921770095825,1974-05-03
0.493864506483078,1974-05-06
0.4859935939311981,1974-05-07
0.4820590913295746,1974-05-08
0.4820590913295746,1974-05-09
0.4525452256202698,1974-05-10
0.44860970973968506,1974-05-13
0.44860970973968506,1974-05-14
0.46435022354125977,1974-05-15
0.4604153335094452,1974-05-16
0.44860970973968506,1974-05-17
0.45648011565208435,1974-05-20
0.44860970973968506,1974-05-21
0.4525452256202698,1974-05-22
0.44860970973968506,1974-05-23
0.44860970973968506,1974-05-24
0.44860970973968506,1974-05-28
0.44860970973968506,1974-05-29
0.44467467069625854,1974-05-30
0.44467467069625854,1974-05-31
0.44860970973968506,1974-06-03
0.4525452256202698,1974-06-04
0.44860970973968506,1974-06-05
0.44860970973968506,1974-06-06
0.4604153335094452,1974-06-07
0.45648011565208435,1974-06-10
0.45648011565208435,1974-06-11
0.44860970973968506,1974-06-12
0.4525452256202698,1974-06-13
0.44860970973968506,1974-06-14
0.44467467069625854,1974-06-17
0.44073960185050964,1974-06-18
0.44073960185050964,1974-06-19
0.44073960185050964,1974-06-20
0.42893412709236145,1974-06-21
0.42893412709236145,1974-06-24
0.42893412709236145,1974-06-25
0.4190961718559265,1974-06-26
0.4190961718559265,1974-06-27
0.4190961718559265,1974-06-28
0.4151606261730194,1974-07-01
0.39942020177841187,1974-07-02
0.40729060769081116,1974-07-03
0.4151606261730194,1974-07-05
0.4112258553504944,1974-07-08
0.40729060769081116,1974-07-09
0.4151606261730194,1974-07-10
0.4151606261730194,1974-07-11
0.42893412709236145,1974-07-12
0.44467467069625854,1974-07-15
0.43286892771720886,1974-07-16
0.44860970973968506,1974-07-17
0.4525452256202698,1974-07-18
0.45648011565208435,1974-07-19
0.44860970973968506,1974-07-22
0.44467467069625854,1974-07-23
0.44073960185050964,1974-07-24
0.42893412709236145,1974-07-25
0.44073960185050964,1974-07-26
0.4525452256202698,1974-07-29
0.45648011565208435,1974-07-30
0.45648011565208435,1974-07-31
0.45648011565208435,1974-08-01
0.4604153335094452,1974-08-02
0.46435022354125977,1974-08-05
0.46435022354125977,1974-08-06
0.4682857096195221,1974-08-07
0.45648011565208435,1974-08-08
0.45648011565208435,1974-08-09
0.4604153335094452,1974-08-12
0.4525452256202698,1974-08-13
0.43680432438850403,1974-08-14
0.42893412709236145,1974-08-15
0.4190961718559265,1974-08-16
0.4190961718559265,1974-08-19
0.42303091287612915,1974-08-20
0.4151606261730194,1974-08-21
0.39942020177841187,1974-08-22
0.39154961705207825,1974-08-23
0.3876148462295532,1974-08-26
0.39154961705207825,1974-08-27
0.39548495411872864,1974-08-28
0.39942020177841187,1974-08-29
0.39942020177841187,1974-08-30
0.3876148462295532,1974-09-03
0.3777766823768616,1974-09-04
0.3876148462295532,1974-09-05
0.3836793899536133,1974-09-06
0.3876148462295532,1974-09-09
0.37384146451950073,1974-09-10
0.3541654944419861,1974-09-11
0.3541654944419861,1974-09-12
0.35023021697998047,1974-09-13
0.3620360195636749,1974-09-16
0.37384146451950073,1974-09-17
0.3620360195636749,1974-09-18
0.3836793899536133,1974-09-19
0.39154961705207825,1974-09-20
0.39548495411872864,1974-09-23
0.3876148462295532,1974-09-24
0.3836793899536133,1974-09-25
0.3876148462295532,1974-09-26
0.3836793899536133,1974-09-27
0.3777766823768616,1974-09-30
0.39154961705207825,1974-10-01
0.39548495411872864,1974-10-02
0.37974435091018677,1974-10-03
0.3836793899536133,1974-10-04
0.39154961705207825,1974-10-07
0.3876148462295532,1974-10-08
0.39154961705207825,1974-10-09
0.4112258553504944,1974-10-10
0.42303091287612915,1974-10-11
0.44073960185050964,1974-10-14
0.42303091287612915,1974-10-15
0.42303091287612915,1974-10-16
0.42303091287612915,1974-10-17
0.42893412709236145,1974-10-18
0.42893412709236145,1974-10-21
0.43286892771720886,1974-10-22
0.42893412709236145,1974-10-23
0.42303091287612915,1974-10-24
0.43680432438850403,1974-10-25
0.43286892771720886,1974-10-28
0.43680432438850403,1974-10-29
0.43286892771720886,1974-10-30
0.42893412709236145,1974-10-31
0.43680432438850403,1974-11-01
0.43680432438850403,1974-11-04
0.44073960185050964,1974-11-05
0.43286892771720886,1974-11-06
0.43286892771720886,1974-11-07
0.43286892771720886,1974-11-08
0.44073960185050964,1974-11-11
0.44467467069625854,1974-11-12
0.43680432438850403,1974-11-13
0.43680432438850403,1974-11-14
0.43680432438850403,1974-11-15
0.42893412709236145,1974-11-18
0.42303091287612915,1974-11-19
0.42303091287612915,1974-11-20
0.42303091287612915,1974-11-21
0.4151606261730194,1974-11-22
0.4151606261730194,1974-11-25
0.4112258553504944,1974-11-26
0.4112258553504944,1974-11-27
0.4151606261730194,1974-11-29
0.39942020177841187,1974-12-02
0.39548495411872864,1974-12-03
0.39548495411872864,1974-12-04
0.39548495411872864,1974-12-05
0.39154961705207825,1974-12-06
0.3836793899536133,1974-12-09
0.3836793899536133,1974-12-10
0.39548495411872864,1974-12-11
0.39548495411872864,1974-12-12
0.3836793899536133,1974-12-13
0.3836793899536133,1974-12-16
0.3836793899536133,1974-12-17
0.37974435091018677,1974-12-18
0.37974435091018677,1974-12-19
0.3777766823768616,1974-12-20
0.3777766823768616,1974-12-23
0.36597105860710144,1974-12-24
0.3777766823768616,1974-12-26
0.37384146451950073,1974-12-27
0.3699064254760742,1974-12-30
0.37974435091018677,1974-12-31
0.39942020177841187,1975-01-02
0.4112258553504944,1975-01-03
0.4269666075706482,1975-01-06
0.42893412709236145,1975-01-07
0.44860970973968506,1975-01-08
0.4604153335094452,1975-01-09
0.4682857096195221,1975-01-10
0.46435022354125977,1975-01-13
0.44073960185050964,1975-01-14
0.4604153335094452,1975-01-15
0.4525452256202698,1975-01-16
0.45648011565208435,1975-01-17
0.45648011565208435,1975-01-20
0.45648011565208435,1975-01-21
0.44860970973968506,1975-01-22
0.4604153335094452,1975-01-23
0.4604153335094452,1975-01-24
0.46435022354125977,1975-01-27
0.4604153335094452,1975-01-28
0.45648011565208435,1975-01-29
0.4525452256202698,1975-01-30
0.4682857096195221,1975-01-31
0.47222113609313965,1975-02-03
0.4604153335094452,1975-02-04
0.47222113609313965,1975-02-05
0.47222113609313965,1975-02-06
0.47222113609313965,1975-02-07
0.4781237840652466,1975-02-10
0.47222113609313965,1975-02-11
0.4781237840652466,1975-02-12
0.48992928862571716,1975-02-13
0.4859935939311981,1975-02-14
0.47222113609313965,1975-02-18
0.47222113609313965,1975-02-19
0.47222113609313965,1975-02-20
0.4741884768009186,1975-02-21
0.47222113609313965,1975-02-24
0.47222113609313965,1975-02-25
0.4682857096195221,1975-02-26
0.4781237840652466,1975-02-27
0.4820590913295746,1975-02-28
0.4820590913295746,1975-03-03
0.4859935939311981,1975-03-04
0.4820590913295746,1975-03-05
0.4820590913295746,1975-03-06
0.4820590913295746,1975-03-07
0.4741884768009186,1975-03-10
0.4741884768009186,1975-03-11
0.4781237840652466,1975-03-12
0.4820590913295746,1975-03-13
0.4781237840652466,1975-03-14
0.4820590913295746,1975-03-17
0.4820590913295746,1975-03-18
0.4820590913295746,1975-03-19
0.4781237840652466,1975-03-20
0.4781237840652466,1975-03-21
0.47222113609313965,1975-03-24
0.47222113609313965,1975-03-25
0.47222113609313965,1975-03-26
0.47222113609313965,1975-03-27
0.4741884768009186,1975-03-31
0.4781237840652466,1975-04-01
0.47222113609313965,1975-04-02
0.47222113609313965,1975-04-03
0.47222113609313965,1975-04-04
0.4682857096195221,1975-04-07
0.46435022354125977,1975-04-08
0.46435022354125977,1975-04-09
0.47222113609313965,1975-04-10
0.47222113609313965,1975-04-11
0.4781237840652466,1975-04-14
0.4820590913295746,1975-04-15
0.4781237840652466,1975-04-16
0.4741884768009186,1975-04-17
0.4741884768009186,1975-04-18
0.47222113609313965,1975-04-21
0.4781237840652466,1975-04-22
0.47222113609313965,1975-04-23
0.47222113609313965,1975-04-24
0.4781237840652466,1975-04-25
0.4820590913295746,1975-04-28
0.4820590913295746,1975-04-29
0.4741884768009186,1975-04-30
0.47222113609313965,1975-05-01
0.4781237840652466,1975-05-02
0.4781237840652466,1975-05-05
0.4781237840652466,1975-05-06
0.4781237840652466,1975-05-07
0.4781237840652466,1975-05-08
0.4859935939311981,1975-05-09
0.48992928862571716,1975-05-12
0.4859935939311981,1975-05-13
0.4820590913295746,1975-05-14
0.4781237840652466,1975-05-15
0.47222113609313965,1975-05-16
0.4741884768009186,1975-05-19
0.4781237840652466,1975-05-20
0.4781237840652466,1975-05-21
0.4820590913295746,1975-05-22
0.4781237840652466,1975-05-23
0.4741884768009186,1975-05-27
0.4741884768009186,1975-05-28
0.4781237840652466,1975-05-29
0.4820590913295746,1975-05-30
0.4781237840652466,1975-06-02
0.4741884768009186,1975-06-03
0.47222113609313965,1975-06-04
0.4741884768009186,1975-06-05
0.47222113609313965,1975-06-06
0.47222113609313965,1975-06-09
0.47222113609313965,1975-06-10
0.47222113609313965,1975-06-11
0.47222113609313965,1975-06-12
0.46435022354125977,1975-06-13
0.47222113609313965,1975-06-16
0.4741884768009186,1975-06-17
0.47222113609313965,1975-06-18
0.4781237840652466,1975-06-19
0.4820590913295746,1975-06-20
0.4820590913295746,1975-06-23
0.493864506483078,1975-06-24
0.48992928862571716,1975-06-25
0.493864506483078,1975-06-26
0.493864506483078,1975-06-27
0.49779921770095825,1975-06-30
0.493864506483078,1975-07-01
0.505669891834259,1975-07-02
0.505669891834259,1975-07-03
0.505669891834259,1975-07-07
0.505669891834259,1975-07-08
0.505669891834259,1975-07-09
0.505669891834259,1975-07-10
0.5135402679443359,1975-07-11
0.5312484502792358,1975-07-14
0.5233784317970276,1975-07-15
0.5214102864265442,1975-07-16
0.5174750089645386,1975-07-17
0.5174750089645386,1975-07-18
0.5174750089645386,1975-07-21
0.5174750089645386,1975-07-22
0.5096051096916199,1975-07-23
0.505669891834259,1975-07-24
0.505669891834259,1975-07-25
0.505669891834259,1975-07-28
0.49779921770095825,1975-07-29
0.505669891834259,1975-07-30
0.505669891834259,1975-07-31
0.505669891834259,1975-08-01
0.5017346739768982,1975-08-04
0.493864506483078,1975-08-05
0.493864506483078,1975-08-06
0.49779921770095825,1975-08-07
0.49779921770095825,1975-08-08
0.49779921770095825,1975-08-11
0.493864506483078,1975-08-12
0.493864506483078,1975-08-13
0.4859935939311981,1975-08-14
0.48992928862571716,1975-08-15
0.48992928862571716,1975-08-18
0.4781237840652466,1975-08-19
0.46435022354125977,1975-08-20
0.4604153335094452,1975-08-21
0.4604153335094452,1975-08-22
0.4682857096195221,1975-08-25
0.47222113609313965,1975-08-26
0.46435022354125977,1975-08-27
0.46435022354125977,1975-08-28
0.4604153335094452,1975-08-29
0.46435022354125977,1975-09-02
0.45648011565208435,1975-09-03
0.44860970973968506,1975-09-04
0.43680432438850403,1975-09-05
0.43680432438850403,1975-09-08
0.44073960185050964,1975-09-09
0.43286892771720886,1975-09-10
0.43286892771720886,1975-09-11
0.43680432438850403,1975-09-12
0.42893412709236145,1975-09-15
0.43680432438850403,1975-09-16
0.43286892771720886,1975-09-17
0.42893412709236145,1975-09-18
0.43680432438850403,1975-09-19
0.42893412709236145,1975-09-22
0.42893412709236145,1975-09-23
0.43680432438850403,1975-09-24
0.4269666075706482,1975-09-25
0.42303091287612915,1975-09-26
0.4190961718559265,1975-09-29
0.4112258553504944,1975-09-30
0.39942020177841187,1975-10-01
0.4033552408218384,1975-10-02
0.4151606261730194,1975-10-03
0.4190961718559265,1975-10-06
0.4151606261730194,1975-10-07
0.4151606261730194,1975-10-08
0.4112258553504944,1975-10-09
0.4151606261730194,1975-10-10
0.42303091287612915,1975-10-13
0.43680432438850403,1975-10-14
0.43680432438850403,1975-10-15
0.44073960185050964,1975-10-16
0.43680432438850403,1975-10-17
0.43680432438850403,1975-10-20
0.42893412709236145,1975-10-21
0.43286892771720886,1975-10-22
0.44073960185050964,1975-10-23
0.43286892771720886,1975-10-24
0.4151606261730194,1975-10-27
0.42303091287612915,1975-10-28
0.4151606261730194,1975-10-29
0.4112258553504944,1975-10-30
0.4033552408218384,1975-10-31
0.40729060769081116,1975-11-03
0.4112258553504944,1975-11-04
0.4151606261730194,1975-11-05
0.4190961718559265,1975-11-06
0.4151606261730194,1975-11-07
0.4190961718559265,1975-11-10
0.42303091287612915,1975-11-11
0.43286892771720886,1975-11-12
0.4525452256202698,1975-11-13
0.4604153335094452,1975-11-14
0.4682857096195221,1975-11-17
0.4682857096195221,1975-11-18
0.44860970973968506,1975-11-19
0.43680432438850403,1975-11-20
0.44467467069625854,1975-11-21
0.43680432438850403,1975-11-24
0.42893412709236145,1975-11-25
0.42893412709236145,1975-11-26
0.42893412709236145,1975-11-28
0.4269666075706482,1975-12-01
0.4112258553504944,1975-12-02
0.4033552408218384,1975-12-03
0.39942020177841187,1975-12-04
0.4033552408218384,1975-12-05
0.40729060769081116,1975-12-08
0.39548495411872864,1975-12-09
0.39942020177841187,1975-12-10
0.39942020177841187,1975-12-11
0.4033552408218384,1975-12-12
0.4190961718559265,1975-12-15
0.42303091287612915,1975-12-16
0.4269666075706482,1975-12-17
0.43680432438850403,1975-12-18
0.42893412709236145,1975-12-19
0.43286892771720886,1975-12-22
0.44073960185050964,1975-12-23
0.44467467069625854,1975-12-24
0.4525452256202698,1975-12-26
0.44073960185050964,1975-12-29
0.44860970973968506,1975-12-30
0.45648011565208435,1975-12-31
0.4604153335094452,1976-01-02
0.46435022354125977,1976-01-05
0.4604153335094452,1976-01-06
0.4604153335094452,1976-01-07
0.4604153335094452,1976-01-08
0.46435022354125977,1976-01-09
0.46435022354125977,1976-01-12
0.4682857096195221,1976-01-13
0.4682857096195221,1976-01-14
0.46435022354125977,1976-01-15
0.46435022354125977,1976-01-16
0.45648011565208435,1976-01-19
0.4682857096195221,1976-01-20
0.4604153335094452,1976-01-21
0.45648011565208435,1976-01-22
0.4604153335094452,1976-01-23
0.47222113609313965,1976-01-26
0.47222113609313965,1976-01-27
0.4859935939311981,1976-01-28
0.493864506483078,1976-01-29
0.505669891834259,1976-01-30
0.49779921770095825,1976-02-02
0.49779921770095825,1976-02-03
0.49779921770095825,1976-02-04
0.493864506483078,1976-02-05
0.505669891834259,1976-02-06
0.505669891834259,1976-02-09
0.5017346739768982,1976-02-10
0.505669891834259,1976-02-11
0.49779921770095825,1976-02-12
0.5096051096916199,1976-02-13
0.5174750089645386,1976-02-17
0.505669891834259,1976-02-18
0.5096051096916199,1976-02-19
0.505669891834259,1976-02-20
0.505669891834259,1976-02-23
0.505669891834259,1976-02-24
0.5017346739768982,1976-02-25
0.505669891834259,1976-02-26
0.5096051096916199,1976-02-27
0.505669891834259,1976-03-01
0.49779921770095825,1976-03-02
0.48992928862571716,1976-03-03
0.48992928862571716,1976-03-04
0.4859935939311981,1976-03-05
0.4682857096195221,1976-03-08
0.47222113609313965,1976-03-09
0.47222113609313965,1976-03-10
0.47222113609313965,1976-03-11
0.47222113609313965,1976-03-12
0.47222113609313965,1976-03-15
0.4741884768009186,1976-03-16
0.4741884768009186,1976-03-17
0.4781237840652466,1976-03-18
0.4820590913295746,1976-03-19
0.4820590913295746,1976-03-22
0.4820590913295746,1976-03-23
0.48992928862571716,1976-03-24
0.505669891834259,1976-03-25
0.5096051096916199,1976-03-26
0.5174750089645386,1976-03-29
0.5096051096916199,1976-03-30
0.5174750089645386,1976-03-31
0.5096051096916199,1976-04-01
0.5096051096916199,1976-04-02
0.505669891834259,1976-04-05
0.5017346739768982,1976-04-06
0.5096051096916199,1976-04-07
0.505669891834259,1976-04-08
0.505669891834259,1976-04-09
0.5096051096916199,1976-04-12
0.5096051096916199,1976-04-13
0.5096051096916199,1976-04-14
0.5096051096916199,1976-04-15
0.505669891834259,1976-04-19
0.505669891834259,1976-04-20
0.505669891834259,1976-04-21
0.505669891834259,1976-04-22
0.505669891834259,1976-04-23
0.505669891834259,1976-04-26
0.505669891834259,1976-04-27
0.505669891834259,1976-04-28
0.505669891834259,1976-04-29
0.49779921770095825,1976-04-30
0.48992928862571716,1976-05-03
0.505669891834259,1976-05-04
0.493864506483078,1976-05-05
0.48992928862571716,1976-05-06
0.493864506483078,1976-05-07
0.505669891834259,1976-05-10
0.49779921770095825,1976-05-11
0.505669891834259,1976-05-12
0.5017346739768982,1976-05-13
0.49779921770095825,1976-05-14
0.5017346739768982,1976-05-17
0.48992928862571716,1976-05-18
0.48992928862571716,1976-05-19
0.4820590913295746,1976-05-20
0.4820590913295746,1976-05-21
0.4781237840652466,1976-05-24
0.4859935939311981,1976-05-25
0.4820590913295746,1976-05-26
0.4820590913295746,1976-05-27
0.4859935939311981,1976-05-28
0.48992928862571716,1976-06-01
0.4859935939311981,1976-06-02
0.4859935939311981,1976-06-03
0.493864506483078,1976-06-04
0.493864506483078,1976-06-07
0.5017346739768982,1976-06-08
0.493864506483078,1976-06-09
0.493864506483078,1976-06-10
0.5017346739768982,1976-06-11
0.5017346739768982,1976-06-14
0.505669891834259,1976-06-15
0.505669891834259,1976-06-16
0.5017346739768982,1976-06-17
0.505669891834259,1976-06-18
0.5017346739768982,1976-06-21
0.49779921770095825,1976-06-22
0.493864506483078,1976-06-23
0.5017346739768982,1976-06-24
0.505669891834259,1976-06-25
0.505669891834259,1976-06-28
0.505669891834259,1976-06-29
0.505669891834259,1976-06-30
0.505669891834259,1976-07-01
0.49779921770095825,1976-07-02
0.493864506483078,1976-07-06
0.505669891834259,1976-07-07
0.5096051096916199,1976-07-08
0.505669891834259,1976-07-09
0.5174750089645386,1976-07-12
0.5174750089645386,1976-07-13
0.5174750089645386,1976-07-14
0.5135402679443359,1976-07-15
0.5174750089645386,1976-07-16
0.505669891834259,1976-07-19
0.5017346739768982,1976-07-20
0.5135402679443359,1976-07-21
0.505669891834259,1976-07-22
0.505669891834259,1976-07-23
0.5096051096916199,1976-07-26
0.5096051096916199,1976-07-27
0.5135402679443359,1976-07-28
0.5135402679443359,1976-07-29
0.5135402679443359,1976-07-30
0.5135402679443359,1976-08-02
0.5135402679443359,1976-08-03
0.5096051096916199,1976-08-04
0.505669891834259,1976-08-05
0.505669891834259,1976-08-06
0.505669891834259,1976-08-09
0.505669891834259,1976-08-10
0.505669891834259,1976-08-11
0.5096051096916199,1976-08-12
0.5135402679443359,1976-08-13
0.5096051096916199,1976-08-16
0.5174750089645386,1976-08-17
0.5174750089645386,1976-08-18
0.5135402679443359,1976-08-19
0.5096051096916199,1976-08-20
0.505669891834259,1976-08-23
0.49779921770095825,1976-08-24
0.505669891834259,1976-08-25
0.505669891834259,1976-08-26
0.5017346739768982,1976-08-27
0.5017346739768982,1976-08-30
0.5017346739768982,1976-08-31
0.505669891834259,1976-09-01
0.505669891834259,1976-09-02
0.505669891834259,1976-09-03
0.49779921770095825,1976-09-07
0.505669891834259,1976-09-08
0.505669891834259,1976-09-09
0.505669891834259,1976-09-10
0.5096051096916199,1976-09-13
0.505669891834259,1976-09-14
0.505669891834259,1976-09-15
0.505669891834259,1976-09-16
0.5096051096916199,1976-09-17
0.5096051096916199,1976-09-20
0.5233784317970276,1976-09-21
0.5174750089645386,1976-09-22
0.5174750089645386,1976-09-23
0.505669891834259,1976-09-24
0.505669891834259,1976-09-27
0.493864506483078,1976-09-28
0.493864506483078,1976-09-29
0.493864506483078,1976-09-30
0.49779921770095825,1976-10-01
0.5017346739768982,1976-10-04
0.49779921770095825,1976-10-05
0.505669891834259,1976-10-06
0.505669891834259,1976-10-07
0.505669891834259,1976-10-08
0.505669891834259,1976-10-11
0.49779921770095825,1976-10-12
0.505669891834259,1976-10-13
0.49779921770095825,1976-10-14
0.49779921770095825,1976-10-15
0.48992928862571716,1976-10-18
0.48992928862571716,1976-10-19
0.4820590913295746,1976-10-20
0.4820590913295746,1976-10-21
0.4781237840652466,1976-10-22
0.4781237840652466,1976-10-25
0.4741884768009186,1976-10-26
